white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,HansOnTwitch,3128,1 - 0,IM,Adar_07,2851,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,Polish_fighter3000,3057,1 - 0,GM,Goryachkina,2680,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,mishanick,3038,1 - 0,GM,Hrant_ChessMood,2963,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,jefferyx,3067,1 - 0,GM,LyonBeast,3125,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,Njal28,3041,1 - 0,IM,MITerryble,3011,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,DominguezOnYoutube,2968,0 - 1,GM,BogdanDeac,3106,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,Shankland,2903,0 - 1,GM,ChristopherYoo,3007,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,GM_dmitrij,3002,½ - ½,GM,DrVelja,2963,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
GM,OparinGrigoriy,3086,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,FairChess_on_YouTube,3064,0 - 1,GM,Durarbayli,2925,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,FabianoCaruana,3101,1 - 0,IM,MatthewG-p4p,2948,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,shimastream,3025,1 - 0,GM,superchess02,2965,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,h4parah5,2946,0 - 1,FM,Alex_Sahakyan2006,2698,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,Msb2,3112,1 - 0,FM,artin10862,2960,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,dropstoneDP,3003,½ - ½,GM,AlexeiShirov,2822,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
GM,TigrVShlyape,2866,½ - ½,IM,CarlosjPineror,2726,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
FM,ELECTRODYNAMIC_DRACULA,2884,1 - 0,GM,Hikaru,3276,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,Jakhongir-Vakhidov,3002,½ - ½,GM,HansOnTwitch,3128,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
GM,oskariot,2742,0 - 1,GM,Polish_fighter3000,3057,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
GM,jcibarra,2970,1 - 0,IM,lamomiajunior,2772,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,Sanan_Sjugirov,2931,1 - 0,FM,MKlose11,2677,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
WGM,Sanyura,2607,0 - 1,GM,rasmussvane,2941,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
IM,mbojan,2948,1 - 0,IM,albi1999,2658,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
NM,Casablanca,2707,½ - ½,GM,sergiochess83,2974,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
GM,grzechu96,2737,½ - ½,FM,bascheyaro,2816,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,½,½,late
IM,Mischuk_D,2801,0 - 1,FM,ozates,2635,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,0,1,late
CM,Statham,2692,1 - 0,IM,lupta_robin,2656,late-titled-tuesday-blitz-april-30-2024-4739548_pairings,april-30-2024,30,april,2024,1,0,late
GM,MagnusCarlsen,3313,1 - 0,FM,Viktoker,2497,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,jefferyx,3067,1 - 0,WFM,malakismayil,2592,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,vugarrasulov,2933,1 - 0,NM,toninhojit,2498,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Brown_Mamba24,2759,½ - ½,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,Eduard_Limonov,2887,1 - 0,FM,N18player,2610,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Zq1,2620,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,HajiyevKanan,2548,½ - ½,GM,jcibarra,2970,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,chessllermo,2520,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
CM,ansko1999,2659,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Boundless_Strike,2602,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,DanielNaroditsky,3049,1 - 0,NM,MaestroCheck,2598,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Ramosha,2727,0 - 1,GM,Javokhir_Sindarov05,3126,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Msb2,3112,1 - 0,FM,NMJeevanK,2585,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ChessSwole,2647,0 - 1,GM,spicycaterpillar,3072,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Mischuk_D,2801,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,mishanick,3038,1 - 0,NM,IamSchrodingersCat,2701,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
CM,Statham,2692,0 - 1,GM,jefferyx,3067,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,MITerryble,3011,1 - 0,CM,ManMish2,2693,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ozates,2635,1 - 0,GM,GMBenjaminBok,3076,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,GM_dmitrij,3002,1 - 0,CM,AmbartsumianTyhran2012,2587,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Oleg_Papayan,2563,0 - 1,GM,vugarrasulov,2933,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,GlavkonVVS,2674,0 - 1,IM,Eduard_Limonov,2887,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
CM,RantomOpening,2574,0 - 1,GM,FGHSMN,2857,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,nabukatnezarr,2603,1 - 0,IM,MolecularChemist,2928,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Shankland,2903,1 - 0,FM,farzadbfd,2745,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,crazy_but_lazy,2657,0 - 1,GM,tptagain,2995,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Chopper1905,2890,1 - 0,FM,sergeikim,2611,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,NovoselovRoman,2667,0 - 1,GM,DrVelja,2963,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,bazar-wokzal,2640,½ - ½,GM,AryanTari,2977,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,MagnusCarlsen,3313,1 - 0,FM,Dhaydon19,2708,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
NM,amanmuhammethommadov,2775,½ - ½,GM,Hikaru,3276,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,FairChess_on_YouTube,3064,1 - 0,GM,Aygehovit1992,2723,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Javokhir_Sindarov05,3126,1 - 0,IM,GaiozNigalidze,2758,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Zurability,2706,0 - 1,GM,Msb2,3112,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Jospem,3102,½ - ½,IM,LikeWater,2785,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,PepeCuenca,2734,0 - 1,GM,mishanick,3038,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Revan_2002,2747,0 - 1,IM,MITerryble,3011,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,vugarrasulov,2933,1 - 0,IM,Adar_07,2851,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,fireheart92,3023,1 - 0,FM,hasagoodchesser,2724,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Eduard_Limonov,2887,1 - 0,IM,dozer80,2717,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Gravity_Chess,2796,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,FGHSMN,2857,1 - 0,IM,Dr_troll,2590,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,MyDream003,2943,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,tptagain,2995,0 - 1,FM,Bryanl106,2736,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,AndreiITrifan,2649,0 - 1,GM,Chopper1905,2890,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,DrVelja,2963,1 - 0,FM,Bob_2004,2724,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Kirill_Klukin,2914,1 - 0,GM,Mikhail_Golubev,2598,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,NikitaShandrygin,2688,0 - 1,GM,sergiochess83,2974,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,HeartAblaze,2844,0 - 1,FM,ArtemDyachuk,2673,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,platy3,3018,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,FaustinoOro,3043,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,DanielNaroditsky,3049,1 - 0,GM,moro182,2901,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,TigrVShlyape,2866,1 - 0,GM,Javokhir_Sindarov05,3126,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Msb2,3112,½ - ½,GM,Beca95,2990,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,mishanick,3038,1 - 0,NM,Chessgod9oninsta,2807,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,DrKerfuffle,2802,0 - 1,GM,jefferyx,3067,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,MITerryble,3011,1 - 0,GM,tjallkompall,2852,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,GM_dmitrij,3002,0 - 1,GM,Lukianoo,2931,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,IlanSchnaider,2862,0 - 1,GM,vugarrasulov,2933,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,AlexPapasimakopoulos,2723,½ - ½,GM,fireheart92,3023,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,SchmakAttack,2800,1 - 0,IM,Eduard_Limonov,2887,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,MarkusRagger,2844,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,FGHSMN,2857,1 - 0,IM,Individoom,2709,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Shankland,2903,1 - 0,FM,carokannlover213,2850,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Chopper1905,2890,1 - 0,GM,Hamisandwich,2773,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Bryanl106,2736,½ - ½,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,ArtemDyachuk,2673,0 - 1,GM,sergiochess83,2974,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,ChessicallyInclined,2841,0 - 1,GM,rasmussvane,2941,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,baki83,2889,1 - 0,NM,Noki102,2500,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,alexrustemov,2899,1 - 0,GM,Jospem,3102,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,MagnusCarlsen,3313,1 - 0,GM,Shankland,2903,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,FairChess_on_YouTube,3064,1 - 0,GM,Chopper1905,2890,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,DrVelja,2963,1 - 0,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,sergiochess83,2974,1 - 0,GM,mishanick,3038,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,rasmussvane,2941,½ - ½,GM,jefferyx,3067,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,baki83,2889,0 - 1,IM,MITerryble,3011,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,vugarrasulov,2933,0 - 1,GM,Durarbayli,2925,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,penguingm1,2982,1 - 0,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,SchmakAttack,2800,0 - 1,GM,FGHSMN,2857,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Lukianoo,2931,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Msb2,3112,0 - 1,GM,frederiksvane,3060,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Beca95,2990,1 - 0,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,alexrustemov,2899,1 - 0,GM,Sanan_Sjugirov,2931,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,fireheart92,3023,1 - 0,GM,K_A_S_T_O_R,2838,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Kacparov,2986,½ - ½,FM,AlexPapasimakopoulos,2723,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,Bryanl106,2736,0 - 1,GM,AryanTari,2977,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Kirill_Klukin,2914,1 - 0,FM,Gangster-accountant01,2747,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Javokhir_Sindarov05,3126,1 - 0,IM,Maus7,2689,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,spicycaterpillar,3072,1 - 0,IM,saikrishnaReturns,2709,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ArtemDyachuk,2673,0 - 1,GM,GM_dmitrij,3002,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Eduard_Limonov,2887,1 - 0,FM,AndreiITrifan,2649,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Bob_2004,2724,0 - 1,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,Gunner214,2713,0 - 1,IM,MolecularChemist,2928,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,tptagain,2995,1 - 0,FM,ChessicallyInclined,2841,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,FGHSMN,2857,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,DrVelja,2963,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,MITerryble,3011,1 - 0,GM,sergiochess83,2974,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Durarbayli,2925,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Hikaru,3276,1 - 0,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,jefferyx,3067,0 - 1,GM,frederiksvane,3060,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,rasmussvane,2941,½ - ½,GM,fireheart92,3023,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,AryanTari,2977,1 - 0,GM,alexrustemov,2899,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,DanielNaroditsky,3049,0 - 1,GM,Beca95,2990,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,AlexPapasimakopoulos,2723,0 - 1,GM,Javokhir_Sindarov05,3126,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,ilqar_74,2849,½ - ½,GM,spicycaterpillar,3072,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,mishanick,3038,1 - 0,IM,SchmakAttack,2800,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,GM_dmitrij,3002,1 - 0,IM,Vuk2000,2859,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Individoom,2709,1 - 0,GM,vugarrasulov,2933,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,carokannlover213,2850,0 - 1,IM,Eduard_Limonov,2887,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Zhigalko_Sergei,2912,1 - 0,FM,Dhaydon19,2708,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,GaiozNigalidze,2758,0 - 1,IM,MolecularChemist,2928,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Chopper1905,2890,1 - 0,GM,Evgeny81,2787,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Grandmaster1369,2683,0 - 1,GM,tptagain,2995,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Revan_2002,2747,1 - 0,IM,Kacparov,2986,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Sokoloco,2659,1 - 0,GM,baki83,2889,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,dozer80,2717,0 - 1,IM,MatthewG-p4p,2948,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,platy3,3018,1 - 0,IM,xasid81,2666,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,MagnusCarlsen,3313,1 - 0,IM,MITerryble,3011,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,penguingm1,2982,0 - 1,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,frederiksvane,3060,½ - ½,GM,Hikaru,3276,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,Beca95,2990,1 - 0,GM,AryanTari,2977,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Javokhir_Sindarov05,3126,½ - ½,GM,Durarbayli,2925,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,MatthewG-p4p,2948,½ - ½,GM,mishanick,3038,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,GM_dmitrij,3002,½ - ½,GM,platy3,3018,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,fireheart92,3023,½ - ½,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,FGHSMN,2857,1 - 0,GM,moro182,2901,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Eduard_Limonov,2887,0 - 1,GM,rednova1729,2987,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Lukianoo,2931,0 - 1,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Shankland,2903,1 - 0,GM,tjallkompall,2852,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,MolecularChemist,2928,1 - 0,IM,Individoom,2709,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,AlexTruskavetsky,2717,0 - 1,GM,DrVelja,2963,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Chopper1905,2890,1 - 0,IM,Revan_2002,2747,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,tptagain,2995,1 - 0,IM,Sokoloco,2659,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,sergiochess83,2974,½ - ½,FM,Ramosha,2727,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,ukchessbomber,2682,1 - 0,GM,rasmussvane,2941,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Msb2,3112,1 - 0,GM,K_A_S_T_O_R,2838,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,spicycaterpillar,3072,1 - 0,NM,amanmuhammethommadov,2775,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Kira170,2760,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Kirill_Klukin,2914,½ - ½,FM,ozates,2635,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,farzadbfd,2745,0 - 1,CM,stollenmonster,2921,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,FairChess_on_YouTube,3064,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
